cod_departamento,departamento,valor,NIVEL,cod_municipio,municipio,clase
"13","BOLIVAR","6929","Media completa","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","1008","Media incompleta","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","177","Normal completa","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","266","Normal incompleta","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","1113","Tecnico","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","296","Tecnologico","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","1772","Universitario","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","301","Especializacion","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","25","Maestria","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","16","Doctorado","13657","SAN JUAN NEPOMUCENO","Total",
"13","BOLIVAR","67","Sin informacion","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","434","Ninguno","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","228","Preescolar","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","763","Primaria completa","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","1467","Primaria incompleta","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","288","Secundaria completa","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","1042","Secundaria incompleta","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","1184","Media completa","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","231","Media incompleta","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","6","Normal completa","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","13","Normal incompleta","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","266","Tecnico","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","55","Tecnologico","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","211","Universitario","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","77","Especializacion","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","6","Maestria","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","4","Doctorado","13667","SAN MARTIN DE LOBA","Cabecera municipal",
"13","BOLIVAR","26","Sin informacion","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","800","Ninguno","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","300","Preescolar","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","901","Primaria completa","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","2146","Primaria incompleta","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","267","Secundaria completa","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","1093","Secundaria incompleta","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","755","Media completa","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","187","Media incompleta","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","10","Normal completa","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","10","Normal incompleta","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","86","Tecnico","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","21","Tecnologico","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","106","Universitario","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","16","Especializacion","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","1","Maestria","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","2","Doctorado","13667","SAN MARTIN DE LOBA","Resto rural",
"13","BOLIVAR","93","Sin informacion","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","1234","Ninguno","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","528","Preescolar","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","1664","Primaria completa","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","3613","Primaria incompleta","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","555","Secundaria completa","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","2135","Secundaria incompleta","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","1939","Media completa","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","418","Media incompleta","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","16","Normal completa","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","23","Normal incompleta","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","352","Tecnico","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","76","Tecnologico","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","317","Universitario","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","93","Especializacion","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","7","Maestria","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","6","Doctorado","13667","SAN MARTIN DE LOBA","Total",
"13","BOLIVAR","134","Sin informacion","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","1437","Ninguno","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","488","Preescolar","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","2200","Primaria completa","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","4411","Primaria incompleta","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","745","Secundaria completa","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","2801","Secundaria incompleta","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","2810","Media completa","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","454","Media incompleta","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","19","Normal completa","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","26","Normal incompleta","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","566","Tecnico","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","192","Tecnologico","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","590","Universitario","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","150","Especializacion","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","8","Maestria","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","13","Doctorado","13670","SAN PABLO","Cabecera municipal",
"13","BOLIVAR","13","Sin informacion","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","583","Ninguno","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","180","Preescolar","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","845","Primaria completa","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","1783","Primaria incompleta","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","191","Secundaria completa","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","865","Secundaria incompleta","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","489","Media completa","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","115","Media incompleta","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","3","Normal completa","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","3","Normal incompleta","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","81","Tecnico","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","22","Tecnologico","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","57","Universitario","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","5","Especializacion","13670","SAN PABLO","Resto rural",
"13","BOLIVAR","147","Sin informacion","13670","SAN PABLO","Total",
"13","BOLIVAR","2020","Ninguno","13670","SAN PABLO","Total",
"13","BOLIVAR","668","Preescolar","13670","SAN PABLO","Total",
"13","BOLIVAR","3045","Primaria completa","13670","SAN PABLO","Total",
"13","BOLIVAR","6194","Primaria incompleta","13670","SAN PABLO","Total",
"13","BOLIVAR","936","Secundaria completa","13670","SAN PABLO","Total",
"13","BOLIVAR","3666","Secundaria incompleta","13670","SAN PABLO","Total",
"13","BOLIVAR","3299","Media completa","13670","SAN PABLO","Total",
"13","BOLIVAR","569","Media incompleta","13670","SAN PABLO","Total",
"13","BOLIVAR","22","Normal completa","13670","SAN PABLO","Total",
"13","BOLIVAR","29","Normal incompleta","13670","SAN PABLO","Total",
"13","BOLIVAR","647","Tecnico","13670","SAN PABLO","Total",
"13","BOLIVAR","214","Tecnologico","13670","SAN PABLO","Total",
"13","BOLIVAR","647","Universitario","13670","SAN PABLO","Total",
"13","BOLIVAR","155","Especializacion","13670","SAN PABLO","Total",
"13","BOLIVAR","8","Maestria","13670","SAN PABLO","Total",
"13","BOLIVAR","13","Doctorado","13670","SAN PABLO","Total",
"13","BOLIVAR","35","Sin informacion","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","354","Ninguno","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","133","Preescolar","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","505","Primaria completa","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","936","Primaria incompleta","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","187","Secundaria completa","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","757","Secundaria incompleta","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","1235","Media completa","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","154","Media incompleta","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","5","Normal completa","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","4","Normal incompleta","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","203","Tecnico","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","145","Tecnologico","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","219","Universitario","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","25","Especializacion","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","4","Maestria","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","1","Doctorado","13673","SANTA CATALINA","Cabecera municipal",
"13","BOLIVAR","21","Sin informacion","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","622","Ninguno","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","265","Preescolar","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","1077","Primaria completa","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","1843","Primaria incompleta","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","328","Secundaria completa","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","1399","Secundaria incompleta","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","1733","Media completa","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","318","Media incompleta","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","3","Normal incompleta","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","155","Tecnico","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","32","Tecnologico","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","79","Universitario","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","3","Especializacion","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","1","Maestria","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","2","Doctorado","13673","SANTA CATALINA","Resto rural",
"13","BOLIVAR","56","Sin informacion","13673","SANTA CATALINA","Total",
"13","BOLIVAR","976","Ninguno","13673","SANTA CATALINA","Total",
"13","BOLIVAR","398","Preescolar","13673","SANTA CATALINA","Total",
"13","BOLIVAR","1582","Primaria completa","13673","SANTA CATALINA","Total",
"13","BOLIVAR","2779","Primaria incompleta","13673","SANTA CATALINA","Total",
"13","BOLIVAR","515","Secundaria completa","13673","SANTA CATALINA","Total",
"13","BOLIVAR","2156","Secundaria incompleta","13673","SANTA CATALINA","Total",
"13","BOLIVAR","2968","Media completa","13673","SANTA CATALINA","Total",
"13","BOLIVAR","472","Media incompleta","13673","SANTA CATALINA","Total",
"13","BOLIVAR","5","Normal completa","13673","SANTA CATALINA","Total",
"13","BOLIVAR","7","Normal incompleta","13673","SANTA CATALINA","Total",
"13","BOLIVAR","358","Tecnico","13673","SANTA CATALINA","Total",
"13","BOLIVAR","177","Tecnologico","13673","SANTA CATALINA","Total",
"13","BOLIVAR","298","Universitario","13673","SANTA CATALINA","Total",
"13","BOLIVAR","28","Especializacion","13673","SANTA CATALINA","Total",
"13","BOLIVAR","5","Maestria","13673","SANTA CATALINA","Total",
"13","BOLIVAR","3","Doctorado","13673","SANTA CATALINA","Total",
"13","BOLIVAR","94","Sin informacion","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","1016","Ninguno","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","441","Preescolar","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","1734","Primaria completa","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","2957","Primaria incompleta","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","699","Secundaria completa","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","2603","Secundaria incompleta","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","3957","Media completa","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","616","Media incompleta","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","4","Normal completa","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","21","Normal incompleta","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","845","Tecnico","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","127","Tecnologico","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","359","Universitario","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","29","Especializacion","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","1","Maestria","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","2","Doctorado","13683","SANTA ROSA","Cabecera municipal",
"13","BOLIVAR","12","Sin informacion","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","180","Ninguno","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","26","Preescolar","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","161","Primaria completa","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","277","Primaria incompleta","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","54","Secundaria completa","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","184","Secundaria incompleta","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","200","Media completa","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","43","Media incompleta","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","1","Normal completa","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","3","Normal incompleta","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","16","Tecnico","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","7","Tecnologico","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","11","Universitario","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","1","Especializacion","13683","SANTA ROSA","Resto rural",
"13","BOLIVAR","106","Sin informacion","13683","SANTA ROSA","Total",
"13","BOLIVAR","1196","Ninguno","13683","SANTA ROSA","Total",
"13","BOLIVAR","467","Preescolar","13683","SANTA ROSA","Total",
"13","BOLIVAR","1895","Primaria completa","13683","SANTA ROSA","Total",
"13","BOLIVAR","3234","Primaria incompleta","13683","SANTA ROSA","Total",
"13","BOLIVAR","753","Secundaria completa","13683","SANTA ROSA","Total",
"13","BOLIVAR","2787","Secundaria incompleta","13683","SANTA ROSA","Total",
"13","BOLIVAR","4157","Media completa","13683","SANTA ROSA","Total",
"13","BOLIVAR","659","Media incompleta","13683","SANTA ROSA","Total",
"13","BOLIVAR","5","Normal completa","13683","SANTA ROSA","Total",
"13","BOLIVAR","24","Normal incompleta","13683","SANTA ROSA","Total",
"13","BOLIVAR","861","Tecnico","13683","SANTA ROSA","Total",
"13","BOLIVAR","134","Tecnologico","13683","SANTA ROSA","Total",
"13","BOLIVAR","370","Universitario","13683","SANTA ROSA","Total",
"13","BOLIVAR","30","Especializacion","13683","SANTA ROSA","Total",
"13","BOLIVAR","1","Maestria","13683","SANTA ROSA","Total",
"13","BOLIVAR","2","Doctorado","13683","SANTA ROSA","Total",
"13","BOLIVAR","157","Sin informacion","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","673","Ninguno","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","612","Preescolar","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","2132","Primaria completa","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","3798","Primaria incompleta","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","653","Secundaria completa","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","2450","Secundaria incompleta","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","2686","Media completa","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","471","Media incompleta","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","10","Normal completa","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","15","Normal incompleta","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","457","Tecnico","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","163","Tecnologico","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","726","Universitario","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","150","Especializacion","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","13","Maestria","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","9","Doctorado","13688","SANTA ROSA DEL SUR","Cabecera municipal",
"13","BOLIVAR","450","Sin informacion","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","583","Ninguno","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","444","Preescolar","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","1793","Primaria completa","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","3338","Primaria incompleta","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","339","Secundaria completa","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","1459","Secundaria incompleta","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","920","Media completa","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","210","Media incompleta","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","9","Normal completa","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","7","Normal incompleta","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","90","Tecnico","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","19","Tecnologico","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","119","Universitario","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","26","Especializacion","13688","SANTA ROSA DEL SUR","Resto rural",
"13","BOLIVAR","607","Sin informacion","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","1256","Ninguno","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","1056","Preescolar","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","3925","Primaria completa","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","7136","Primaria incompleta","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","992","Secundaria completa","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","3909","Secundaria incompleta","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","3606","Media completa","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","681","Media incompleta","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","19","Normal completa","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","22","Normal incompleta","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","547","Tecnico","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","182","Tecnologico","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","845","Universitario","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","176","Especializacion","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","13","Maestria","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","9","Doctorado","13688","SANTA ROSA DEL SUR","Total",
"13","BOLIVAR","81","Sin informacion","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","334","Ninguno","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","133","Preescolar","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","647","Primaria completa","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","1040","Primaria incompleta","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","218","Secundaria completa","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","821","Secundaria incompleta","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","988","Media completa","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","180","Media incompleta","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","9","Normal completa","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","11","Normal incompleta","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","197","Tecnico","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","95","Tecnologico","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","353","Universitario","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","101","Especializacion","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","4","Maestria","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","6","Doctorado","13744","SIMITI","Cabecera municipal",
"13","BOLIVAR","48","Sin informacion","13744","SIMITI","Resto rural",
"13","BOLIVAR","822","Ninguno","13744","SIMITI","Resto rural",
"13","BOLIVAR","316","Preescolar","13744","SIMITI","Resto rural",
"13","BOLIVAR","1417","Primaria completa","13744","SIMITI","Resto rural",
"13","BOLIVAR","2799","Primaria incompleta","13744","SIMITI","Resto rural",
"13","BOLIVAR","356","Secundaria completa","13744","SIMITI","Resto rural",
"13","BOLIVAR","1426","Secundaria incompleta","13744","SIMITI","Resto rural",
"13","BOLIVAR","1041","Media completa","13744","SIMITI","Resto rural",
"13","BOLIVAR","202","Media incompleta","13744","SIMITI","Resto rural",
"13","BOLIVAR","1","Normal completa","13744","SIMITI","Resto rural",
"13","BOLIVAR","3","Normal incompleta","13744","SIMITI","Resto rural",
"13","BOLIVAR","92","Tecnico","13744","SIMITI","Resto rural",
"13","BOLIVAR","41","Tecnologico","13744","SIMITI","Resto rural",
"13","BOLIVAR","119","Universitario","13744","SIMITI","Resto rural",
"13","BOLIVAR","15","Especializacion","13744","SIMITI","Resto rural",
"13","BOLIVAR","1","Maestria","13744","SIMITI","Resto rural",
"13","BOLIVAR","129","Sin informacion","13744","SIMITI","Total",
"13","BOLIVAR","1156","Ninguno","13744","SIMITI","Total",
"13","BOLIVAR","449","Preescolar","13744","SIMITI","Total",
"13","BOLIVAR","2064","Primaria completa","13744","SIMITI","Total",
"13","BOLIVAR","3839","Primaria incompleta","13744","SIMITI","Total",
"13","BOLIVAR","574","Secundaria completa","13744","SIMITI","Total",
"13","BOLIVAR","2247","Secundaria incompleta","13744","SIMITI","Total",
"13","BOLIVAR","2029","Media completa","13744","SIMITI","Total",
"13","BOLIVAR","382","Media incompleta","13744","SIMITI","Total",
"13","BOLIVAR","10","Normal completa","13744","SIMITI","Total",
"13","BOLIVAR","14","Normal incompleta","13744","SIMITI","Total",
"13","BOLIVAR","289","Tecnico","13744","SIMITI","Total",
"13","BOLIVAR","136","Tecnologico","13744","SIMITI","Total",
"13","BOLIVAR","472","Universitario","13744","SIMITI","Total",
"13","BOLIVAR","116","Especializacion","13744","SIMITI","Total",
"13","BOLIVAR","5","Maestria","13744","SIMITI","Total",
"13","BOLIVAR","6","Doctorado","13744","SIMITI","Total",
"13","BOLIVAR","109","Sin informacion","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","269","Ninguno","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","179","Preescolar","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","1021","Primaria completa","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","1505","Primaria incompleta","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","328","Secundaria completa","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","1308","Secundaria incompleta","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","2113","Media completa","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","379","Media incompleta","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","27","Normal completa","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","93","Normal incompleta","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","591","Tecnico","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","105","Tecnologico","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","347","Universitario","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","55","Especializacion","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","2","Maestria","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","4","Doctorado","13760","SOPLAVIENTO","Cabecera municipal",
"13","BOLIVAR","2","Sin informacion","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","14","Ninguno","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","2","Preescolar","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","14","Primaria completa","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","34","Primaria incompleta","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","3","Secundaria completa","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","22","Secundaria incompleta","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","9","Media completa","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","3","Media incompleta","13760","SOPLAVIENTO","Resto rural",
"13","BOLIVAR","111","Sin informacion","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","283","Ninguno","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","181","Preescolar","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","1035","Primaria completa","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","1539","Primaria incompleta","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","331","Secundaria completa","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","1330","Secundaria incompleta","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","2122","Media completa","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","382","Media incompleta","13760","SOPLAVIENTO","Total",
