cod_departamento,departamento,valor,NIVEL,cod_municipio,municipio,clase
"13","BOLIVAR","27","Normal completa","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","93","Normal incompleta","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","591","Tecnico","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","105","Tecnologico","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","347","Universitario","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","55","Especializacion","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","2","Maestria","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","4","Doctorado","13760","SOPLAVIENTO","Total",
"13","BOLIVAR","86","Sin informacion","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","267","Ninguno","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","175","Preescolar","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","617","Primaria completa","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","999","Primaria incompleta","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","228","Secundaria completa","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","828","Secundaria incompleta","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","1221","Media completa","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","195","Media incompleta","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","7","Normal completa","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","5","Normal incompleta","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","346","Tecnico","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","59","Tecnologico","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","388","Universitario","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","73","Especializacion","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","2","Maestria","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","2","Doctorado","13780","TALAIGUA NUEVO","Cabecera municipal",
"13","BOLIVAR","35","Sin informacion","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","597","Ninguno","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","275","Preescolar","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","768","Primaria completa","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","1590","Primaria incompleta","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","239","Secundaria completa","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","921","Secundaria incompleta","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","1064","Media completa","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","202","Media incompleta","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","7","Normal completa","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","7","Normal incompleta","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","172","Tecnico","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","62","Tecnologico","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","134","Universitario","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","21","Especializacion","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","1","Maestria","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","2","Doctorado","13780","TALAIGUA NUEVO","Resto rural",
"13","BOLIVAR","121","Sin informacion","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","864","Ninguno","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","450","Preescolar","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","1385","Primaria completa","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","2589","Primaria incompleta","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","467","Secundaria completa","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","1749","Secundaria incompleta","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","2285","Media completa","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","397","Media incompleta","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","14","Normal completa","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","12","Normal incompleta","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","518","Tecnico","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","121","Tecnologico","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","522","Universitario","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","94","Especializacion","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","3","Maestria","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","4","Doctorado","13780","TALAIGUA NUEVO","Total",
"13","BOLIVAR","24","Sin informacion","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","430","Ninguno","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","242","Preescolar","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","656","Primaria completa","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","1476","Primaria incompleta","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","195","Secundaria completa","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","859","Secundaria incompleta","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","1006","Media completa","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","209","Media incompleta","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","8","Normal completa","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","18","Normal incompleta","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","133","Tecnico","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","19","Tecnologico","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","145","Universitario","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","15","Especializacion","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","2","Maestria","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","4","Doctorado","13810","TIQUISIO","Cabecera municipal",
"13","BOLIVAR","46","Sin informacion","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","1130","Ninguno","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","438","Preescolar","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","1645","Primaria completa","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","3162","Primaria incompleta","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","345","Secundaria completa","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","1754","Secundaria incompleta","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","1142","Media completa","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","278","Media incompleta","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","20","Normal completa","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","24","Normal incompleta","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","219","Tecnico","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","24","Tecnologico","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","129","Universitario","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","19","Especializacion","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","9","Maestria","13810","TIQUISIO","Resto rural",
"13","BOLIVAR","70","Sin informacion","13810","TIQUISIO","Total",
"13","BOLIVAR","1560","Ninguno","13810","TIQUISIO","Total",
"13","BOLIVAR","680","Preescolar","13810","TIQUISIO","Total",
"13","BOLIVAR","2301","Primaria completa","13810","TIQUISIO","Total",
"13","BOLIVAR","4638","Primaria incompleta","13810","TIQUISIO","Total",
"13","BOLIVAR","540","Secundaria completa","13810","TIQUISIO","Total",
"13","BOLIVAR","2613","Secundaria incompleta","13810","TIQUISIO","Total",
"13","BOLIVAR","2148","Media completa","13810","TIQUISIO","Total",
"13","BOLIVAR","487","Media incompleta","13810","TIQUISIO","Total",
"13","BOLIVAR","28","Normal completa","13810","TIQUISIO","Total",
"13","BOLIVAR","42","Normal incompleta","13810","TIQUISIO","Total",
"13","BOLIVAR","352","Tecnico","13810","TIQUISIO","Total",
"13","BOLIVAR","43","Tecnologico","13810","TIQUISIO","Total",
"13","BOLIVAR","274","Universitario","13810","TIQUISIO","Total",
"13","BOLIVAR","34","Especializacion","13810","TIQUISIO","Total",
"13","BOLIVAR","11","Maestria","13810","TIQUISIO","Total",
"13","BOLIVAR","4","Doctorado","13810","TIQUISIO","Total",
"13","BOLIVAR","817","Sin informacion","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","2746","Ninguno","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","2123","Preescolar","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","7613","Primaria completa","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","11446","Primaria incompleta","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","3813","Secundaria completa","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","11496","Secundaria incompleta","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","20681","Media completa","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","2584","Media incompleta","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","52","Normal completa","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","120","Normal incompleta","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","8087","Tecnico","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","3340","Tecnologico","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","8623","Universitario","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","1088","Especializacion","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","184","Maestria","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","72","Doctorado","13836","TURBACO","Cabecera municipal",
"13","BOLIVAR","48","Sin informacion","13836","TURBACO","Resto rural",
"13","BOLIVAR","714","Ninguno","13836","TURBACO","Resto rural",
"13","BOLIVAR","117","Preescolar","13836","TURBACO","Resto rural",
"13","BOLIVAR","772","Primaria completa","13836","TURBACO","Resto rural",
"13","BOLIVAR","1392","Primaria incompleta","13836","TURBACO","Resto rural",
"13","BOLIVAR","250","Secundaria completa","13836","TURBACO","Resto rural",
"13","BOLIVAR","1021","Secundaria incompleta","13836","TURBACO","Resto rural",
"13","BOLIVAR","1070","Media completa","13836","TURBACO","Resto rural",
"13","BOLIVAR","165","Media incompleta","13836","TURBACO","Resto rural",
"13","BOLIVAR","1","Normal completa","13836","TURBACO","Resto rural",
"13","BOLIVAR","8","Normal incompleta","13836","TURBACO","Resto rural",
"13","BOLIVAR","184","Tecnico","13836","TURBACO","Resto rural",
"13","BOLIVAR","64","Tecnologico","13836","TURBACO","Resto rural",
"13","BOLIVAR","206","Universitario","13836","TURBACO","Resto rural",
"13","BOLIVAR","40","Especializacion","13836","TURBACO","Resto rural",
"13","BOLIVAR","13","Maestria","13836","TURBACO","Resto rural",
"13","BOLIVAR","10","Doctorado","13836","TURBACO","Resto rural",
"13","BOLIVAR","865","Sin informacion","13836","TURBACO","Total",
"13","BOLIVAR","3460","Ninguno","13836","TURBACO","Total",
"13","BOLIVAR","2240","Preescolar","13836","TURBACO","Total",
"13","BOLIVAR","8385","Primaria completa","13836","TURBACO","Total",
"13","BOLIVAR","12838","Primaria incompleta","13836","TURBACO","Total",
"13","BOLIVAR","4063","Secundaria completa","13836","TURBACO","Total",
"13","BOLIVAR","12517","Secundaria incompleta","13836","TURBACO","Total",
"13","BOLIVAR","21751","Media completa","13836","TURBACO","Total",
"13","BOLIVAR","2749","Media incompleta","13836","TURBACO","Total",
"13","BOLIVAR","53","Normal completa","13836","TURBACO","Total",
"13","BOLIVAR","128","Normal incompleta","13836","TURBACO","Total",
"13","BOLIVAR","8271","Tecnico","13836","TURBACO","Total",
"13","BOLIVAR","3404","Tecnologico","13836","TURBACO","Total",
"13","BOLIVAR","8829","Universitario","13836","TURBACO","Total",
"13","BOLIVAR","1128","Especializacion","13836","TURBACO","Total",
"13","BOLIVAR","197","Maestria","13836","TURBACO","Total",
"13","BOLIVAR","82","Doctorado","13836","TURBACO","Total",
"13","BOLIVAR","68","Sin informacion","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","496","Ninguno","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","259","Preescolar","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","1348","Primaria completa","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","1889","Primaria incompleta","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","532","Secundaria completa","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","1828","Secundaria incompleta","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","2458","Media completa","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","425","Media incompleta","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","5","Normal completa","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","11","Normal incompleta","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","984","Tecnico","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","289","Tecnologico","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","414","Universitario","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","18","Especializacion","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","2","Maestria","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","1","Doctorado","13838","TURBANA","Cabecera municipal",
"13","BOLIVAR","20","Sin informacion","13838","TURBANA","Resto rural",
"13","BOLIVAR","413","Ninguno","13838","TURBANA","Resto rural",
"13","BOLIVAR","67","Preescolar","13838","TURBANA","Resto rural",
"13","BOLIVAR","391","Primaria completa","13838","TURBANA","Resto rural",
"13","BOLIVAR","807","Primaria incompleta","13838","TURBANA","Resto rural",
"13","BOLIVAR","156","Secundaria completa","13838","TURBANA","Resto rural",
"13","BOLIVAR","525","Secundaria incompleta","13838","TURBANA","Resto rural",
"13","BOLIVAR","546","Media completa","13838","TURBANA","Resto rural",
"13","BOLIVAR","87","Media incompleta","13838","TURBANA","Resto rural",
"13","BOLIVAR","4","Normal completa","13838","TURBANA","Resto rural",
"13","BOLIVAR","5","Normal incompleta","13838","TURBANA","Resto rural",
"13","BOLIVAR","136","Tecnico","13838","TURBANA","Resto rural",
"13","BOLIVAR","38","Tecnologico","13838","TURBANA","Resto rural",
"13","BOLIVAR","47","Universitario","13838","TURBANA","Resto rural",
"13","BOLIVAR","4","Especializacion","13838","TURBANA","Resto rural",
"13","BOLIVAR","1","Maestria","13838","TURBANA","Resto rural",
"13","BOLIVAR","88","Sin informacion","13838","TURBANA","Total",
"13","BOLIVAR","909","Ninguno","13838","TURBANA","Total",
"13","BOLIVAR","326","Preescolar","13838","TURBANA","Total",
"13","BOLIVAR","1739","Primaria completa","13838","TURBANA","Total",
"13","BOLIVAR","2696","Primaria incompleta","13838","TURBANA","Total",
"13","BOLIVAR","688","Secundaria completa","13838","TURBANA","Total",
"13","BOLIVAR","2353","Secundaria incompleta","13838","TURBANA","Total",
"13","BOLIVAR","3004","Media completa","13838","TURBANA","Total",
"13","BOLIVAR","512","Media incompleta","13838","TURBANA","Total",
"13","BOLIVAR","9","Normal completa","13838","TURBANA","Total",
"13","BOLIVAR","16","Normal incompleta","13838","TURBANA","Total",
"13","BOLIVAR","1120","Tecnico","13838","TURBANA","Total",
"13","BOLIVAR","327","Tecnologico","13838","TURBANA","Total",
"13","BOLIVAR","461","Universitario","13838","TURBANA","Total",
"13","BOLIVAR","22","Especializacion","13838","TURBANA","Total",
"13","BOLIVAR","3","Maestria","13838","TURBANA","Total",
"13","BOLIVAR","1","Doctorado","13838","TURBANA","Total",
"13","BOLIVAR","95","Sin informacion","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","1735","Ninguno","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","660","Preescolar","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","1643","Primaria completa","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","3995","Primaria incompleta","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","632","Secundaria completa","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","2588","Secundaria incompleta","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","3663","Media completa","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","517","Media incompleta","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","12","Normal completa","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","22","Normal incompleta","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","792","Tecnico","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","167","Tecnologico","13873","VILLANUEVA","Cabecera municipal",
"13","BOLIVAR","367","Universitario","13873","VILLANUEVA","Cabecera municipal",
